-1.42542185	4.23668359	4.08886066	-2.54158526	
-1.42270214	4.23668359	4.09491710	-2.54158526	
-1.41816022	4.23668359	4.10030569	-2.54158526	
-1.41815805	4.23668359	4.10112050	-2.54158526	
-1.41679672	4.23668359	4.10112050	-2.40702566	
-1.41679672	4.23668359	4.10112050	-2.18043166	
-1.41679672	4.23668359	4.10112050	-2.16507947	
-1.41679672	4.23668359	4.10287732	-2.13978535	
-1.41679672	4.23668359	4.10316988	-2.13978535	
-1.41679649	4.23668359	4.10316988	-2.01388472	
-1.41679649	4.23668359	4.10316988	-1.78548111	
-1.41679431	4.23668359	4.10316988	-1.75799989	
-1.40193296	4.24216203	4.10407563	-1.65273112	
-1.39583486	4.24216203	4.10492670	-1.53471997	
-1.38517227	4.26360864	4.10506492	-1.38330372	
-1.38381095	4.26360864	4.10522644	-1.38330372	
-1.38381071	4.28542972	4.10522644	-1.38330372	
-1.38381071	4.31181465	4.10522644	-1.38330372	
-1.38380854	4.31181465	4.10522644	-1.23029935	
-1.38380854	4.31181465	4.10577929	-0.85560318	
-1.38380854	4.31181465	4.10604125	-0.60657057	
-1.38380854	4.31181465	4.10659410	-0.60657057	
-1.38006639	4.31181465	4.10698481	0.12918816	
-1.37165820	4.31181465	4.10698481	0.62634073	
-1.36815484	4.31181465	4.10699319	0.88348269	
-1.35795317	4.31181465	4.10809064	1.38063526	
-1.35658967	4.31181465	4.10864348	1.77777004	
-1.35658967	4.31181465	4.10864348	3.00766258	
-1.35658967	4.31181465	4.10864348	3.05871041	
-1.35658967	4.31181465	4.10864348	4.54554249	
-1.35658967	4.31181465	4.10867860	7.19592812	
-1.35658943	4.33443875	4.11012599	7.44131336	
-1.35658943	4.36035511	4.11029610	7.92875992	
-1.35617249	4.41068807	4.11111091	9.09259056	
-1.33956625	4.41523301	4.11328980	9.33057576	
-1.33956384	4.41523301	4.11521685	10.18470124	
-1.33956384	4.41523301	4.11534824	12.12341957	
-1.33562781	4.42618473	4.11658451	16.58643993	
-1.32546172	4.43844947	4.11848180	17.20869364	
-1.32039962	4.48407965	4.12022546	17.53487124	
-1.27597600	4.54416545	4.12277412	18.21741625	
-1.27224129	4.55624616	4.12759903	19.48174074	
-1.26996701	4.55624616	4.12824772	20.80642687	
-1.25951712	4.55624616	4.12839957	21.75928509	
-1.24834763	4.57769277	4.12945325	21.97947617	
-1.24244004	4.60158174	4.13047039	24.77807982	
-1.22931807	4.63644804	4.13102324	26.15888560	
-1.21785575	4.63644804	4.13322211	27.87720447	
-1.21085012	4.64048533	4.13387317	29.34716871	
-1.19769311	4.65282384	4.13740462	33.26999695	
-1.19371187	4.65282384	4.14022605	41.83021207	
-1.18494208	4.65282384	4.14086758	54.65582226	
-1.17673366	4.69888663	4.14476091	63.06471484	
-1.16446210	4.73302572	4.14514989	64.09091633	
-1.14600925	4.73302572	4.14641787	64.45742172	
-1.11527663	4.73302572	4.14767718	65.57203700	
-1.10787213	4.78112995	4.14953160	76.05736215	
-1.10534779	4.78447011	4.15342781	79.83185967	
-1.10445680	4.86953167	4.16111558	80.06260166	
-1.09295081	4.88364469	4.16508453	87.76724472	
-1.07865938	4.99154290	4.16726128	90.49122668	
-1.05636649	5.02026523	4.17589850	90.80060503	
-1.05081923	5.04210299	4.17739269	95.04531051	
-1.04958810	5.15960305	4.18005489	96.45900950	
-1.02545136	5.21185041	4.18909193	98.72035922	
-0.99486703	5.22173626	4.18972285	98.76898462	
-0.99318626	5.22688774	4.19676076	99.90413245	
-0.99083850	5.24610049	4.19944311	104.74467608	
-0.96653657	5.31245824	4.20293801	106.31881628	
-0.95045212	5.37578335	4.20347648	106.81789704	
-0.94563602	5.41186019	4.20965760	109.09736779	
-0.93476372	5.42515739	4.21298352	112.44455070	
-0.91084550	5.52658514	4.21588781	112.56666113	
-0.90377981	5.63043994	4.21636479	115.81797702	
-0.86916036	5.65927867	4.22882896	120.22700105	
-0.86860390	5.69749372	4.23038980	121.27237762	
-0.84499165	5.73136459	4.23887830	123.65009314	
-0.83643985	5.87389535	4.23984139	127.82147258	
-0.81914764	5.90098828	4.24477880	129.00850082	
-0.81503333	5.94184804	4.24615806	129.24939941	
-0.81208227	5.97739208	4.24826475	129.37092261	
-0.80356684	6.00148981	4.25420711	135.62535735	
-0.79997169	6.04271885	4.25776040	138.63183474	
-0.69117199	6.05101115	4.26508006	140.59853559	
-0.68273145	6.10790419	4.27222319	141.80036285	
-0.65051281	6.42476523	4.27524953	144.13917358	
-0.64742784	6.49010422	4.28023979	145.25824539	
-0.64679801	6.62871308	4.28932833	145.46278810	
-0.63165491	6.68215685	4.29022021	146.41994358	
-0.63116206	6.74141117	4.30212035	147.24436207	
-0.62767331	6.89938097	4.30433694	152.21216234	
-0.61503220	7.11663316	4.31442912	153.00977917	
-0.57526844	7.15855627	4.32516381	156.53254665	
-0.53503387	7.71234268	4.33191602	158.93397929	
-0.48464664	7.78899328	4.33250678	159.79759857	
-0.47693237	8.21746622	4.34281601	164.31660841	
-0.46647766	8.29012940	4.36300106	167.33204303	
-0.44345738	8.33007193	4.38770875	167.75798629	
-0.37761450	8.65374947	4.40206364	168.99287908	
-0.28274393	8.67027139	4.41317550	169.49415287	
-0.10704313	8.83256774	4.44721778	173.80413829	
-0.03749361	9.51251322	4.46103393	182.42423279	
